Episode: 0 Iteratio:0 reward:1 total_reward:1 episode_reward:1, loss:0 #items:1 conf. ratio:1.0.
Episode: 4 Iteratio:21500 reward:2 total_reward:92234 episode_reward:20236, loss:0.86 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:21600 reward:1 total_reward:92348 episode_reward:20350, loss:0.96 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:21700 reward:0 total_reward:92453 episode_reward:20455, loss:0.88 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:21800 reward:2 total_reward:92555 episode_reward:20557, loss:0.86 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:21900 reward:1 total_reward:92671 episode_reward:20673, loss:0.87 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22000 reward:1 total_reward:92779 episode_reward:20781, loss:0.76 #items:10000 conf. ratio:1.0.
Total Entries: 142001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   526.,141462.,    13.,     0.,     0.,     0.]
Episode: 4 Iteratio:22100 reward:1 total_reward:92885 episode_reward:20887, loss:0.9 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22200 reward:0 total_reward:92972 episode_reward:20974, loss:0.8 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22300 reward:2 total_reward:93071 episode_reward:21073, loss:0.73 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22400 reward:2 total_reward:93185 episode_reward:21187, loss:0.75 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22500 reward:0 total_reward:93287 episode_reward:21289, loss:0.8 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22600 reward:1 total_reward:93393 episode_reward:21395, loss:0.81 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22700 reward:1 total_reward:93492 episode_reward:21494, loss:0.9 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22800 reward:1 total_reward:93590 episode_reward:21592, loss:0.73 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:22900 reward:2 total_reward:93704 episode_reward:21706, loss:0.86 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23000 reward:2 total_reward:93828 episode_reward:21830, loss:0.83 #items:10000 conf. ratio:1.0.
Total Entries: 143001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   529.,142459.,    13.,     0.,     0.,     0.]
Episode: 4 Iteratio:23100 reward:1 total_reward:93962 episode_reward:21964, loss:0.78 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23200 reward:2 total_reward:94051 episode_reward:22053, loss:0.87 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23300 reward:0 total_reward:94118 episode_reward:22120, loss:0.89 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23400 reward:2 total_reward:94227 episode_reward:22229, loss:0.77 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23500 reward:0 total_reward:94328 episode_reward:22330, loss:0.82 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23600 reward:1 total_reward:94424 episode_reward:22426, loss:0.63 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23700 reward:1 total_reward:94515 episode_reward:22517, loss:0.93 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23800 reward:1 total_reward:94603 episode_reward:22605, loss:0.76 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:23900 reward:0 total_reward:94718 episode_reward:22720, loss:0.78 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24000 reward:0 total_reward:94801 episode_reward:22803, loss:0.8 #items:10000 conf. ratio:1.0.
Total Entries: 144001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   535.,143453.,    13.,     0.,     0.,     0.]
Episode: 4 Iteratio:24100 reward:1 total_reward:94898 episode_reward:22900, loss:0.77 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24200 reward:0 total_reward:94989 episode_reward:22991, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24300 reward:1 total_reward:95096 episode_reward:23098, loss:0.77 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24400 reward:0 total_reward:95177 episode_reward:23179, loss:0.77 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24500 reward:0 total_reward:95296 episode_reward:23298, loss:0.88 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24600 reward:1 total_reward:95388 episode_reward:23390, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24700 reward:1 total_reward:95486 episode_reward:23488, loss:0.82 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24800 reward:0 total_reward:95565 episode_reward:23567, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:24900 reward:1 total_reward:95657 episode_reward:23659, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25000 reward:0 total_reward:95754 episode_reward:23756, loss:0.75 #items:10000 conf. ratio:1.0.
Total Entries: 145001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   542.,144446.,    13.,     0.,     0.,     0.]
Episode: 4 Iteratio:25100 reward:0 total_reward:95856 episode_reward:23858, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25200 reward:0 total_reward:95940 episode_reward:23942, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25300 reward:1 total_reward:96036 episode_reward:24038, loss:0.79 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25400 reward:2 total_reward:96145 episode_reward:24147, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25500 reward:2 total_reward:96210 episode_reward:24212, loss:0.75 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25600 reward:1 total_reward:96298 episode_reward:24300, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25700 reward:1 total_reward:96390 episode_reward:24392, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25800 reward:0 total_reward:96494 episode_reward:24496, loss:0.73 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:25900 reward:1 total_reward:96591 episode_reward:24593, loss:0.69 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26000 reward:1 total_reward:96708 episode_reward:24710, loss:0.58 #items:10000 conf. ratio:1.0.
Total Entries: 146001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   546.,145442.,    13.,     0.,     0.,     0.]
Episode: 4 Iteratio:26100 reward:1 total_reward:96803 episode_reward:24805, loss:0.59 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26200 reward:1 total_reward:96915 episode_reward:24917, loss:0.79 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26300 reward:1 total_reward:97012 episode_reward:25014, loss:0.77 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26400 reward:1 total_reward:97122 episode_reward:25124, loss:0.78 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26500 reward:2 total_reward:97201 episode_reward:25203, loss:0.82 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26600 reward:1 total_reward:97313 episode_reward:25315, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26700 reward:-1 total_reward:97432 episode_reward:25434, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26800 reward:0 total_reward:97537 episode_reward:25539, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:26900 reward:2 total_reward:97645 episode_reward:25647, loss:0.69 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27000 reward:1 total_reward:97741 episode_reward:25743, loss:0.61 #items:10000 conf. ratio:1.0.
Total Entries: 147001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   553.,146435.,    13.,     0.,     0.,     0.]
Episode: 4 Iteratio:27100 reward:2 total_reward:97854 episode_reward:25856, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27200 reward:1 total_reward:97974 episode_reward:25976, loss:0.77 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27300 reward:1 total_reward:98090 episode_reward:26092, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27400 reward:1 total_reward:98203 episode_reward:26205, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27500 reward:1 total_reward:98315 episode_reward:26317, loss:0.58 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27600 reward:0 total_reward:98430 episode_reward:26432, loss:0.68 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27700 reward:1 total_reward:98552 episode_reward:26554, loss:0.69 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27800 reward:1 total_reward:98662 episode_reward:26664, loss:0.76 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:27900 reward:0 total_reward:98777 episode_reward:26779, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28000 reward:1 total_reward:98886 episode_reward:26888, loss:0.67 #items:10000 conf. ratio:1.0.
Total Entries: 148001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   557.,147431.,    13.,     0.,     0.,     0.]
Episode: 4 Iteratio:28100 reward:2 total_reward:98989 episode_reward:26991, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28200 reward:2 total_reward:99108 episode_reward:27110, loss:0.73 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28300 reward:1 total_reward:99198 episode_reward:27200, loss:0.57 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28400 reward:1 total_reward:99286 episode_reward:27288, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28500 reward:0 total_reward:99389 episode_reward:27391, loss:0.55 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28600 reward:1 total_reward:99506 episode_reward:27508, loss:0.74 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28700 reward:0 total_reward:99603 episode_reward:27605, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28800 reward:2 total_reward:99723 episode_reward:27725, loss:0.6 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:28900 reward:1 total_reward:99832 episode_reward:27834, loss:0.82 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29000 reward:1 total_reward:99945 episode_reward:27947, loss:0.76 #items:10000 conf. ratio:1.0.
Total Entries: 149001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   559.,148429.,    13.,     0.,     0.,     0.]
Episode: 4 Iteratio:29100 reward:0 total_reward:100061 episode_reward:28063, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29200 reward:2 total_reward:100182 episode_reward:28184, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29300 reward:0 total_reward:100290 episode_reward:28292, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29400 reward:2 total_reward:100402 episode_reward:28404, loss:0.61 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29500 reward:0 total_reward:100492 episode_reward:28494, loss:0.57 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29600 reward:0 total_reward:100592 episode_reward:28594, loss:0.59 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29700 reward:2 total_reward:100707 episode_reward:28709, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29800 reward:1 total_reward:100831 episode_reward:28833, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 4 Iteratio:29900 reward:0 total_reward:100933 episode_reward:28935, loss:0.75 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:0 reward:1 total_reward:101014 episode_reward:1, loss:0.58 #items:10000 conf. ratio:1.0.
Total Entries: 150001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   569.,149419.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:100 reward:1 total_reward:101113 episode_reward:100, loss:0.68 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:200 reward:1 total_reward:101236 episode_reward:223, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:300 reward:1 total_reward:101331 episode_reward:318, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:400 reward:2 total_reward:101441 episode_reward:428, loss:0.74 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:500 reward:2 total_reward:101552 episode_reward:539, loss:0.69 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:600 reward:0 total_reward:101656 episode_reward:643, loss:0.58 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:700 reward:1 total_reward:101765 episode_reward:752, loss:0.59 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:800 reward:1 total_reward:101871 episode_reward:858, loss:0.6 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:900 reward:0 total_reward:101983 episode_reward:970, loss:0.69 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1000 reward:1 total_reward:102076 episode_reward:1063, loss:0.7 #items:10000 conf. ratio:1.0.
Total Entries: 151001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.95 Hottest index: 33 [   574.,150414.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:1100 reward:1 total_reward:102181 episode_reward:1168, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1200 reward:1 total_reward:102289 episode_reward:1276, loss:0.65 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1300 reward:0 total_reward:102398 episode_reward:1385, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1400 reward:1 total_reward:102497 episode_reward:1484, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1500 reward:2 total_reward:102617 episode_reward:1604, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1600 reward:1 total_reward:102717 episode_reward:1704, loss:0.53 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1700 reward:1 total_reward:102823 episode_reward:1810, loss:0.68 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1800 reward:1 total_reward:102919 episode_reward:1906, loss:0.56 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:1900 reward:0 total_reward:103018 episode_reward:2005, loss:0.55 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2000 reward:1 total_reward:103135 episode_reward:2122, loss:0.68 #items:10000 conf. ratio:1.0.
Total Entries: 152001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   577.,151411.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:2100 reward:2 total_reward:103249 episode_reward:2236, loss:0.63 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2200 reward:2 total_reward:103362 episode_reward:2349, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2300 reward:0 total_reward:103453 episode_reward:2440, loss:0.64 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2400 reward:1 total_reward:103567 episode_reward:2554, loss:0.68 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2500 reward:0 total_reward:103653 episode_reward:2640, loss:0.6 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2600 reward:0 total_reward:103752 episode_reward:2739, loss:0.65 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2700 reward:1 total_reward:103873 episode_reward:2860, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2800 reward:0 total_reward:103964 episode_reward:2951, loss:0.52 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:2900 reward:0 total_reward:104061 episode_reward:3048, loss:0.59 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3000 reward:1 total_reward:104150 episode_reward:3137, loss:0.66 #items:10000 conf. ratio:1.0.
Total Entries: 153001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   586.,152402.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:3100 reward:2 total_reward:104242 episode_reward:3229, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3200 reward:1 total_reward:104366 episode_reward:3353, loss:0.58 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3300 reward:0 total_reward:104484 episode_reward:3471, loss:0.64 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3400 reward:0 total_reward:104592 episode_reward:3579, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3500 reward:0 total_reward:104696 episode_reward:3683, loss:0.53 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3600 reward:2 total_reward:104806 episode_reward:3793, loss:0.69 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3700 reward:1 total_reward:104902 episode_reward:3889, loss:0.77 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3800 reward:0 total_reward:104994 episode_reward:3981, loss:0.61 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:3900 reward:0 total_reward:105086 episode_reward:4073, loss:0.64 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4000 reward:2 total_reward:105202 episode_reward:4189, loss:0.65 #items:10000 conf. ratio:1.0.
Total Entries: 154001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   591.,153397.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:4100 reward:0 total_reward:105300 episode_reward:4287, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4200 reward:0 total_reward:105423 episode_reward:4410, loss:0.77 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4300 reward:0 total_reward:105503 episode_reward:4490, loss:0.61 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4400 reward:2 total_reward:105614 episode_reward:4601, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4500 reward:1 total_reward:105712 episode_reward:4699, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4600 reward:1 total_reward:105824 episode_reward:4811, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4700 reward:1 total_reward:105943 episode_reward:4930, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4800 reward:1 total_reward:106052 episode_reward:5039, loss:0.6 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:4900 reward:1 total_reward:106154 episode_reward:5141, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5000 reward:1 total_reward:106260 episode_reward:5247, loss:0.62 #items:10000 conf. ratio:1.0.
Total Entries: 155001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   601.,154387.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:5100 reward:0 total_reward:106369 episode_reward:5356, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5200 reward:0 total_reward:106473 episode_reward:5460, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5300 reward:0 total_reward:106551 episode_reward:5538, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5400 reward:0 total_reward:106645 episode_reward:5632, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5500 reward:1 total_reward:106743 episode_reward:5730, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5600 reward:2 total_reward:106858 episode_reward:5845, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5700 reward:1 total_reward:106972 episode_reward:5959, loss:0.63 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5800 reward:1 total_reward:107089 episode_reward:6076, loss:0.76 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:5900 reward:1 total_reward:107206 episode_reward:6193, loss:0.61 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6000 reward:-1 total_reward:107294 episode_reward:6281, loss:0.66 #items:10000 conf. ratio:1.0.
Total Entries: 156001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   608.,155380.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:6100 reward:0 total_reward:107397 episode_reward:6384, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6200 reward:1 total_reward:107494 episode_reward:6481, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6300 reward:1 total_reward:107586 episode_reward:6573, loss:0.5 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6400 reward:0 total_reward:107710 episode_reward:6697, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6500 reward:0 total_reward:107832 episode_reward:6819, loss:0.64 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6600 reward:2 total_reward:107939 episode_reward:6926, loss:0.64 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6700 reward:2 total_reward:108054 episode_reward:7041, loss:0.61 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6800 reward:2 total_reward:108168 episode_reward:7155, loss:0.79 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:6900 reward:1 total_reward:108266 episode_reward:7253, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7000 reward:1 total_reward:108345 episode_reward:7332, loss:0.61 #items:10000 conf. ratio:1.0.
Total Entries: 157001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   615.,156373.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:7100 reward:1 total_reward:108475 episode_reward:7462, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7200 reward:1 total_reward:108582 episode_reward:7569, loss:0.61 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7300 reward:0 total_reward:108706 episode_reward:7693, loss:0.48 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7400 reward:1 total_reward:108816 episode_reward:7803, loss:0.61 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7500 reward:1 total_reward:108942 episode_reward:7929, loss:0.68 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7600 reward:1 total_reward:109062 episode_reward:8049, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7700 reward:2 total_reward:109187 episode_reward:8174, loss:0.64 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7800 reward:1 total_reward:109287 episode_reward:8274, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:7900 reward:0 total_reward:109363 episode_reward:8350, loss:0.69 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8000 reward:1 total_reward:109490 episode_reward:8477, loss:0.66 #items:10000 conf. ratio:1.0.
Total Entries: 158001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   626.,157362.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:8100 reward:2 total_reward:109598 episode_reward:8585, loss:0.57 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8200 reward:1 total_reward:109713 episode_reward:8700, loss:0.51 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8300 reward:1 total_reward:109818 episode_reward:8805, loss:0.85 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8400 reward:1 total_reward:109923 episode_reward:8910, loss:0.5 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8500 reward:1 total_reward:110033 episode_reward:9020, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8600 reward:2 total_reward:110160 episode_reward:9147, loss:0.75 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8700 reward:1 total_reward:110266 episode_reward:9253, loss:0.58 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8800 reward:1 total_reward:110310 episode_reward:9297, loss:0.71 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:8900 reward:1 total_reward:110407 episode_reward:9394, loss:0.69 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9000 reward:1 total_reward:110533 episode_reward:9520, loss:0.69 #items:10000 conf. ratio:1.0.
Total Entries: 159001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   646.,158342.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:9100 reward:-1 total_reward:110637 episode_reward:9624, loss:0.64 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9200 reward:1 total_reward:110652 episode_reward:9639, loss:0.58 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9300 reward:1 total_reward:110768 episode_reward:9755, loss:0.7 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9400 reward:1 total_reward:110888 episode_reward:9875, loss:0.8 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9500 reward:1 total_reward:110994 episode_reward:9981, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9600 reward:1 total_reward:111107 episode_reward:10094, loss:0.66 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9700 reward:2 total_reward:111216 episode_reward:10203, loss:0.87 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9800 reward:1 total_reward:111331 episode_reward:10318, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:9900 reward:1 total_reward:111436 episode_reward:10423, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10000 reward:1 total_reward:111553 episode_reward:10540, loss:0.71 #items:10000 conf. ratio:1.0.
Total Entries: 160001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   663.,159325.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:10100 reward:1 total_reward:111655 episode_reward:10642, loss:0.73 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10200 reward:1 total_reward:111771 episode_reward:10758, loss:0.68 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10300 reward:2 total_reward:111885 episode_reward:10872, loss:0.65 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10400 reward:2 total_reward:111991 episode_reward:10978, loss:0.62 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10500 reward:1 total_reward:112068 episode_reward:11055, loss:0.67 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10600 reward:-1 total_reward:112140 episode_reward:11127, loss:0.64 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10700 reward:2 total_reward:112203 episode_reward:11190, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10800 reward:1 total_reward:112328 episode_reward:11315, loss:0.68 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:10900 reward:1 total_reward:112455 episode_reward:11442, loss:0.72 #items:10000 conf. ratio:1.0.
Episode: 5 Iteratio:11000 reward:2 total_reward:112579 episode_reward:11566, loss:0.75 #items:10000 conf. ratio:1.0.
Total Entries: 161001 More than 1: 0.99 More than 10: 0.98 More than 50: 0.96 Hottest index: 33 [   675.,160313.,    13.,     0.,     0.,     0.]
Episode: 5 Iteratio:11100 reward:0 total_reward:112677 episode_reward:11664, loss:0.59 #items:10000 conf. ratio:1.0.
