,S_core0.decode.blockedCycles,S_core0.fetch.cycles,S_core0.numCycles,S_core0.numSimulatedInsts,S_core0.rename.LQFullEvents,S_core0.rename.unblockCycles,S_core0.rob.reads,S_core0.switch_cpus0.numRate,S_core0.system.cpu0.dcache.ReadReq.mshrMissRate::total,S_core0.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,S_core0.system.switch_cpus0.issueRate,S_core0.timesIdled,S_core0.l2cache.ReadReq.hits::total,S_core0.l2cache.demandAccesses::total,S_core1.decode.blockedCycles,S_core1.fetch.cycles,S_core1.numCycles,S_core1.numSimulatedInsts,S_core1.rename.LQFullEvents,S_core1.rename.unblockCycles,S_core1.rob.reads,S_core1.switch_cpus0.numRate,S_core1.system.cpu0.dcache.ReadReq.mshrMissRate::total,S_core1.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,S_core1.system.switch_cpus0.issueRate,S_core1.timesIdled,S_core1.l2cache.ReadReq.hits::total,S_core1.l2cache.demandAccesses::total,S_core2.decode.blockedCycles,S_core2.fetch.cycles,S_core2.numCycles,S_core2.numSimulatedInsts,S_core2.rename.LQFullEvents,S_core2.rename.unblockCycles,S_core2.rob.reads,S_core2.switch_cpus0.numRate,S_core2.system.cpu0.dcache.ReadReq.mshrMissRate::total,S_core2.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,S_core2.system.switch_cpus0.issueRate,S_core2.timesIdled,S_core2.l2cache.ReadReq.hits::total,S_core2.l2cache.demandAccesses::total,S_core3.decode.blockedCycles,S_core3.fetch.cycles,S_core3.numCycles,S_core3.numSimulatedInsts,S_core3.rename.LQFullEvents,S_core3.rename.unblockCycles,S_core3.rob.reads,S_core3.switch_cpus0.numRate,S_core3.system.cpu0.dcache.ReadReq.mshrMissRate::total,S_core3.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,S_core3.system.switch_cpus0.issueRate,S_core3.timesIdled,S_core3.l2cache.ReadReq.hits::total,S_core3.l2cache.demandAccesses::total,S_core3.ReadSharedReq.mshrMisses::total,S_core3.mem_ctrls.numStayReadState,S_core3.mem_ctrls.rdQLenPdf::3,S_core3.mem_ctrls.totGap,S_core3.system.l3.ReadSharedReq.accesses::total,S_core3.system.l3.demandAccesses::total,S_core3.system.l3.prefetcher.prefetchersx.pfSpanPage,S_core3.system.l3.tags.totalRefs,S_core3.system.mem_ctrls.requestorReadAccesses::cpu0.dcache.prefetcher.prefetchers1,NS_core0.decode.blockedCycles,NS_core0.fetch.cycles,NS_core0.numCycles,NS_core0.numSimulatedInsts,NS_core0.rename.LQFullEvents,NS_core0.rename.unblockCycles,NS_core0.rob.reads,NS_core0.switch_cpus0.numRate,NS_core0.system.cpu0.dcache.ReadReq.mshrMissRate::total,NS_core0.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,NS_core0.system.switch_cpus0.issueRate,NS_core0.timesIdled,NS_core0.l2cache.ReadReq.hits::total,NS_core0.l2cache.demandAccesses::total,NS_core1.decode.blockedCycles,NS_core1.fetch.cycles,NS_core1.numCycles,NS_core1.numSimulatedInsts,NS_core1.rename.LQFullEvents,NS_core1.rename.unblockCycles,NS_core1.rob.reads,NS_core1.switch_cpus0.numRate,NS_core1.system.cpu0.dcache.ReadReq.mshrMissRate::total,NS_core1.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,NS_core1.system.switch_cpus0.issueRate,NS_core1.timesIdled,NS_core1.l2cache.ReadReq.hits::total,NS_core1.l2cache.demandAccesses::total,NS_core2.decode.blockedCycles,NS_core2.fetch.cycles,NS_core2.numCycles,NS_core2.numSimulatedInsts,NS_core2.rename.LQFullEvents,NS_core2.rename.unblockCycles,NS_core2.rob.reads,NS_core2.switch_cpus0.numRate,NS_core2.system.cpu0.dcache.ReadReq.mshrMissRate::total,NS_core2.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,NS_core2.system.switch_cpus0.issueRate,NS_core2.timesIdled,NS_core2.l2cache.ReadReq.hits::total,NS_core2.l2cache.demandAccesses::total,NS_core3.decode.blockedCycles,NS_core3.fetch.cycles,NS_core3.numCycles,NS_core3.numSimulatedInsts,NS_core3.rename.LQFullEvents,NS_core3.rename.unblockCycles,NS_core3.rob.reads,NS_core3.switch_cpus0.numRate,NS_core3.system.cpu0.dcache.ReadReq.mshrMissRate::total,NS_core3.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,NS_core3.system.switch_cpus0.issueRate,NS_core3.timesIdled,NS_core3.l2cache.ReadReq.hits::total,NS_core3.l2cache.demandAccesses::total,NS_core3.ReadSharedReq.mshrMisses::total,NS_core3.mem_ctrls.numStayReadState,NS_core3.mem_ctrls.rdQLenPdf::3,NS_core3.mem_ctrls.totGap,NS_core3.system.l3.ReadSharedReq.accesses::total,NS_core3.system.l3.demandAccesses::total,NS_core3.system.l3.prefetcher.prefetchersx.pfSpanPage,NS_core3.system.l3.tags.totalRefs,NS_core3.system.mem_ctrls.requestorReadAccesses::cpu0.dcache.prefetcher.prefetchers1,Core0.L1.P0.degree,Core0.L1.P1.degree,Core0.L2.P0.degree,Core0.L2.P1.degree,Core1.L1.P0.degree,Core1.L1.P1.degree,Core1.L2.P0.degree,Core1.L2.P1.degree,Core2.L1.P0.degree,Core2.L1.P1.degree,Core2.L2.P0.degree,Core2.L2.P1.degree,Core3.L1.P0.degree,Core3.L1.P1.degree,Core3.L2.P0.degree,Core3.L2.P1.degree,LLC.P0.degree,LLC.P1.degree,LLC.P2.degree
mix130.t34.0,4145506.0,7255806.0,17093692.0,42484699.0,1809804.0,1821834.0,28988666.0,0.7189408233165778,0.04585000848739048,578617.0,0.7311776765370523,440.0,193319.0,865469.0,13993776.0,13671940.0,17093692.0,42484699.0,4973291.0,5212211.0,25919017.0,0.5783045581960877,0.067457701449118,1380282.0,0.605367406877344,1597.0,788943.0,2271269.0,2585286.0,6528661.0,17093692.0,42484699.0,6245.0,368381.0,37288228.0,1.2111609943597907,0.0021433416706261336,29764.0,1.2278255042854405,631.0,9409.0,39494.0,15270245.0,14927086.0,17093692.0,42484699.0,5340416.0,5949797.0,22353038.0,0.33030488673833597,0.014946943837874205,198540.0,0.3564235274626453,460.0,841703.0,1117484.0,78292.0,265840.0,8432.0,4665761083.0,208276.0,210232.0,289301.0,6227.0,196598.0,3453027.0,6585319.0,16449578.0,42916291.0,1393556.0,1409223.0,28550927.0,0.7546965642522866,0.0490468701613344,1308806.0,0.7680380007316905,490.0,191189.0,1408975.0,13474047.0,13281696.0,16449578.0,42916291.0,4910122.0,5210428.0,25517598.0,0.6007548643497116,0.04852927303127068,0.0,0.6288278033637094,1983.0,796625.0,1197368.0,2058362.0,6014500.0,16449578.0,42916291.0,6106.0,373418.0,36774097.0,1.2606995146015296,0.002057736348719009,42239.0,1.277840258272887,699.0,9421.0,45244.0,14604432.0,14315666.0,16449578.0,42916291.0,5202486.0,5709562.0,22044099.0,0.35910234292940524,0.015282467252406009,432410.0,0.3851265971686325,514.0,795599.0,1276558.0,51736.0,180786.0,6148.0,4489786000.0,279174.0,282964.0,350894.0,157497.0,130084.0,3,5,3,4,3,0,5,4,1,3,1,5,5,5,0,0,5,0,5
mix130.t34.1,3453027.0,6585319.0,16449578.0,42916291.0,1393556.0,1409223.0,28550927.0,0.7546965642522866,0.0490468701613344,1308806.0,0.7680380007316905,490.0,191189.0,1408975.0,13474047.0,13281696.0,16449578.0,42916291.0,4910122.0,5210428.0,25517598.0,0.6007548643497116,0.04852927303127068,0.0,0.6288278033637094,1983.0,796625.0,1197368.0,2058362.0,6014500.0,16449578.0,42916291.0,6106.0,373418.0,36774097.0,1.2606995146015296,0.002057736348719009,42239.0,1.277840258272887,699.0,9421.0,45244.0,14604432.0,14315666.0,16449578.0,42916291.0,5202486.0,5709562.0,22044099.0,0.35910234292940524,0.015282467252406009,432410.0,0.3851265971686325,514.0,795599.0,1276558.0,51736.0,180786.0,6148.0,4489786000.0,279174.0,282964.0,350894.0,157497.0,130084.0,3423988.0,6553211.0,16403316.0,41781383.0,1381802.0,1397964.0,28492069.0,0.7556062444934915,0.048993155221366234,1316389.0,0.7690588902877931,540.0,192542.0,1420533.0,13774939.0,13457813.0,16403316.0,41781383.0,5092808.0,5354007.0,24481284.0,0.5589926451456523,0.09307563837306833,2308954.0,0.5844061042291693,3240.0,712680.0,3050969.0,1940094.0,5915374.0,16403316.0,41781383.0,6748.0,377963.0,36812726.0,1.2699583425692706,0.002075126318079543,43236.0,1.2872111955899648,779.0,9882.0,46228.0,14639592.0,14328530.0,16403316.0,41781383.0,5122943.0,5632556.0,21786090.0,0.3470797002264664,0.013888705355945125,177095.0,0.37298403566693467,559.0,818624.0,1096787.0,56914.0,175800.0,7552.0,4479177202.0,289413.0,291151.0,74702.0,267569.0,120027.0,5,5,4,2,1,3,2,4,1,3,0,3,2,1,0,0,5,0,1
mix130.t34.2,3423988.0,6553211.0,16403316.0,41781383.0,1381802.0,1397964.0,28492069.0,0.7556062444934915,0.048993155221366234,1316389.0,0.7690588902877931,540.0,192542.0,1420533.0,13774939.0,13457813.0,16403316.0,41781383.0,5092808.0,5354007.0,24481284.0,0.5589926451456523,0.09307563837306833,2308954.0,0.5844061042291693,3240.0,712680.0,3050969.0,1940094.0,5915374.0,16403316.0,41781383.0,6748.0,377963.0,36812726.0,1.2699583425692706,0.002075126318079543,43236.0,1.2872111955899648,779.0,9882.0,46228.0,14639592.0,14328530.0,16403316.0,41781383.0,5122943.0,5632556.0,21786090.0,0.3470797002264664,0.013888705355945125,177095.0,0.37298403566693467,559.0,818624.0,1096787.0,56914.0,175800.0,7552.0,4479177202.0,289413.0,291151.0,74702.0,267569.0,120027.0,3580177.0,6664553.0,16374585.0,41649359.0,1468604.0,1482600.0,28353684.0,0.7505442733357822,0.04639949741016866,600096.0,0.7640894105102511,593.0,208804.0,910675.0,13756025.0,13434995.0,16374585.0,41649359.0,5105145.0,5357082.0,24453886.0,0.5591359414605012,0.09336906359562382,2313067.0,0.584597044749531,4450.0,712296.0,3055795.0,1919437.0,5906462.0,16374585.0,41649359.0,5845.0,368341.0,36777240.0,1.2714244055650876,0.0019696214077676204,26578.0,1.288686094945307,835.0,9168.0,36024.0,14650043.0,14323461.0,16374585.0,41649359.0,5141438.0,5655148.0,21643356.0,0.3406368466742821,0.014150042004100975,178653.0,0.3672090620922607,603.0,822830.0,1102113.0,39812.0,183388.0,4923.0,4470115104.0,188477.0,189988.0,700343.0,389409.0,143040.0,2,1,4,3,2,3,2,1,4,1,1,5,2,1,2,3,3,5,4
mix130.t34.3,3580177.0,6664553.0,16374585.0,41649359.0,1468604.0,1482600.0,28353684.0,0.7505442733357822,0.04639949741016866,600096.0,0.7640894105102511,593.0,208804.0,910675.0,13756025.0,13434995.0,16374585.0,41649359.0,5105145.0,5357082.0,24453886.0,0.5591359414605012,0.09336906359562382,2313067.0,0.584597044749531,4450.0,712296.0,3055795.0,1919437.0,5906462.0,16374585.0,41649359.0,5845.0,368341.0,36777240.0,1.2714244055650876,0.0019696214077676204,26578.0,1.288686094945307,835.0,9168.0,36024.0,14650043.0,14323461.0,16374585.0,41649359.0,5141438.0,5655148.0,21643356.0,0.3406368466742821,0.014150042004100975,178653.0,0.3672090620922607,603.0,822830.0,1102113.0,39812.0,183388.0,4923.0,4470115104.0,188477.0,189988.0,700343.0,389409.0,143040.0,3464521.0,6597249.0,16425636.0,41858311.0,1417608.0,1433134.0,28439147.0,0.7505507853698937,0.048167455793536915,965200.0,0.7638030576106764,653.0,197325.0,1155616.0,13910157.0,13588087.0,16425636.0,41858311.0,5020134.0,5287771.0,24128877.0,0.5382413807294889,0.10104235993345864,2788783.0,0.5625066207482011,5855.0,679981.0,3471788.0,1823589.0,5832324.0,16425636.0,41858311.0,3324.0,373735.0,37056688.0,1.2800340272973296,0.002369446231500298,0.0,1.2975244915935067,885.0,10154.0,23086.0,14535736.0,14220050.0,16425636.0,41858311.0,5287141.0,5801161.0,22164230.0,0.3688506186305358,0.012511347501222039,165572.0,0.39513897665819453,664.0,802907.0,1109197.0,47892.0,158062.0,6068.0,4484768694.0,214196.0,217624.0,234180.0,288285.0,104729.0,1,3,3,1,1,5,0,2,0,0,3,4,5,1,4,3,3,0,5
mix130.t34.4,3464521.0,6597249.0,16425636.0,41858311.0,1417608.0,1433134.0,28439147.0,0.7505507853698937,0.048167455793536915,965200.0,0.7638030576106764,653.0,197325.0,1155616.0,13910157.0,13588087.0,16425636.0,41858311.0,5020134.0,5287771.0,24128877.0,0.5382413807294889,0.10104235993345864,2788783.0,0.5625066207482011,5855.0,679981.0,3471788.0,1823589.0,5832324.0,16425636.0,41858311.0,3324.0,373735.0,37056688.0,1.2800340272973296,0.002369446231500298,0.0,1.2975244915935067,885.0,10154.0,23086.0,14535736.0,14220050.0,16425636.0,41858311.0,5287141.0,5801161.0,22164230.0,0.3688506186305358,0.012511347501222039,165572.0,0.39513897665819453,664.0,802907.0,1109197.0,47892.0,158062.0,6068.0,4484768694.0,214196.0,217624.0,234180.0,288285.0,104729.0,3442964.0,6575747.0,16412869.0,41226217.0,1409852.0,1425124.0,28494315.0,0.7543887665221723,0.04745963240679893,953259.0,0.767799950148874,709.0,193070.0,1150239.0,13866746.0,13544484.0,16412869.0,41226217.0,5050853.0,5311861.0,24276965.0,0.5459504977466157,0.09698461918552011,2545875.0,0.5706952270197246,7227.0,693795.0,3297071.0,2073752.0,6015960.0,16412869.0,41226217.0,6254.0,372778.0,36640421.0,1.2575563723807215,0.0020880320904642052,53346.0,1.274633520806143,939.0,9693.0,53525.0,14702876.0,14413965.0,16412869.0,41226217.0,5060460.0,5559721.0,21635817.0,0.337045339239593,0.01726751528862401,613884.0,0.36258590743641467,722.0,808911.0,1277969.0,61035.0,203395.0,5677.0,4480823000.0,219842.0,221346.0,186315.0,432010.0,155897.0,3,3,2,5,2,4,2,1,2,5,1,4,0,5,1,3,2,1,0
mix130.t34.5,3442964.0,6575747.0,16412869.0,41226217.0,1409852.0,1425124.0,28494315.0,0.7543887665221723,0.04745963240679893,953259.0,0.767799950148874,709.0,193070.0,1150239.0,13866746.0,13544484.0,16412869.0,41226217.0,5050853.0,5311861.0,24276965.0,0.5459504977466157,0.09698461918552011,2545875.0,0.5706952270197246,7227.0,693795.0,3297071.0,2073752.0,6015960.0,16412869.0,41226217.0,6254.0,372778.0,36640421.0,1.2575563723807215,0.0020880320904642052,53346.0,1.274633520806143,939.0,9693.0,53525.0,14702876.0,14413965.0,16412869.0,41226217.0,5060460.0,5559721.0,21635817.0,0.337045339239593,0.01726751528862401,613884.0,0.36258590743641467,722.0,808911.0,1277969.0,61035.0,203395.0,5677.0,4480823000.0,219842.0,221346.0,186315.0,432010.0,155897.0,3445138.0,6586439.0,16479992.0,42968458.0,1390795.0,1406601.0,28576002.0,0.7527865911585394,0.04919996901523571,1318061.0,0.766109777237756,753.0,192437.0,1420964.0,13967282.0,13644812.0,16479992.0,42968458.0,4998726.0,5235195.0,24150001.0,0.5330708898402378,0.10098071943225416,2787260.0,0.5570892874219842,8626.0,677103.0,3473137.0,1683461.0,5761236.0,16479992.0,42968458.0,4737.0,358726.0,37322447.0,1.290588429897296,0.0020941489776053826,0.0,1.3081611326024916,1015.0,10270.0,24194.0,14537520.0,14039860.0,16479992.0,42968458.0,5711211.0,6345472.0,23211439.0,0.4297588251256433,0.012950290676163911,385237.0,0.4523061661680418,859.0,693378.0,1119928.0,48126.0,173666.0,5746.0,4499129211.0,284281.0,286379.0,224799.0,284815.0,124079.0,4,5,2,1,1,5,2,3,2,0,4,2,3,4,4,1,1,0,4
mix130.t34.6,3445138.0,6586439.0,16479992.0,42968458.0,1390795.0,1406601.0,28576002.0,0.7527865911585394,0.04919996901523571,1318061.0,0.766109777237756,753.0,192437.0,1420964.0,13967282.0,13644812.0,16479992.0,42968458.0,4998726.0,5235195.0,24150001.0,0.5330708898402378,0.10098071943225416,2787260.0,0.5570892874219842,8626.0,677103.0,3473137.0,1683461.0,5761236.0,16479992.0,42968458.0,4737.0,358726.0,37322447.0,1.290588429897296,0.0020941489776053826,0.0,1.3081611326024916,1015.0,10270.0,24194.0,14537520.0,14039860.0,16479992.0,42968458.0,5711211.0,6345472.0,23211439.0,0.4297588251256433,0.012950290676163911,385237.0,0.4523061661680418,859.0,693378.0,1119928.0,48126.0,173666.0,5746.0,4499129211.0,284281.0,286379.0,224799.0,284815.0,124079.0,3685211.0,6819412.0,16695700.0,50793791.0,1569890.0,1584664.0,28815104.0,0.7421210850698083,0.049229453403925254,1282911.0,0.755235599585522,812.0,193802.0,1329561.0,13727084.0,13537232.0,16695700.0,50793791.0,5039598.0,5344208.0,25729870.0,0.5897062716747425,0.04828218720766,0.0,0.6173218852758495,9017.0,794787.0,1192563.0,2211992.0,6196539.0,16695700.0,50793791.0,5413.0,381298.0,37144935.0,1.2498130656396558,0.002126420019217359,53886.0,1.2667620405254048,1071.0,9977.0,54721.0,14232981.0,12075977.0,16695700.0,50793791.0,9580618.0,10593005.0,30873136.0,0.8807997268757823,0.0068318565551122165,355933.0,0.8831748294471031,985.0,29145.0,460979.0,125242.0,397592.0,12926.0,4557601231.0,437203.0,441342.0,299745.0,944924.0,289553.0,0,4,4,5,1,0,5,0,4,5,5,2,3,4,3,2,4,0,2
mix130.t34.7,3685211.0,6819412.0,16695700.0,50793791.0,1569890.0,1584664.0,28815104.0,0.7421210850698083,0.049229453403925254,1282911.0,0.755235599585522,812.0,193802.0,1329561.0,13727084.0,13537232.0,16695700.0,50793791.0,5039598.0,5344208.0,25729870.0,0.5897062716747425,0.04828218720766,0.0,0.6173218852758495,9017.0,794787.0,1192563.0,2211992.0,6196539.0,16695700.0,50793791.0,5413.0,381298.0,37144935.0,1.2498130656396558,0.002126420019217359,53886.0,1.2667620405254048,1071.0,9977.0,54721.0,14232981.0,12075977.0,16695700.0,50793791.0,9580618.0,10593005.0,30873136.0,0.8807997268757823,0.0068318565551122165,355933.0,0.8831748294471031,985.0,29145.0,460979.0,125242.0,397592.0,12926.0,4557601231.0,437203.0,441342.0,299745.0,944924.0,289553.0,3851259.0,6992110.0,16870652.0,49715589.0,1648108.0,1662355.0,28952068.0,0.7330394225427683,0.04789225699108649,1064075.0,0.7458643566354164,951.0,192647.0,1171510.0,14266970.0,13933505.0,16870652.0,49715589.0,5134450.0,5412363.0,24728390.0,0.5365147713318964,0.10158432509285074,2846039.0,0.5606456110884156,10493.0,696158.0,3552655.0,2204052.0,6234961.0,16870652.0,49715589.0,5655.0,390965.0,37559582.0,1.2520729489293003,0.0020896409600299113,28295.0,1.2690627487307544,1211.0,9828.0,38618.0,14434261.0,12278328.0,16870652.0,49715589.0,9588440.0,10591568.0,30929190.0,0.864267901442102,0.007840744079781218,212318.0,0.8666477738975352,1053.0,29481.0,450507.0,100389.0,410928.0,10434.0,4605534558.0,378644.0,381612.0,1313739.0,1139692.0,327445.0,0,3,5,3,1,5,0,1,3,1,1,0,3,1,0,2,5,3,5
mix130.t34.8,3851259.0,6992110.0,16870652.0,49715589.0,1648108.0,1662355.0,28952068.0,0.7330394225427683,0.04789225699108649,1064075.0,0.7458643566354164,951.0,192647.0,1171510.0,14266970.0,13933505.0,16870652.0,49715589.0,5134450.0,5412363.0,24728390.0,0.5365147713318964,0.10158432509285074,2846039.0,0.5606456110884156,10493.0,696158.0,3552655.0,2204052.0,6234961.0,16870652.0,49715589.0,5655.0,390965.0,37559582.0,1.2520729489293003,0.0020896409600299113,28295.0,1.2690627487307544,1211.0,9828.0,38618.0,14434261.0,12278328.0,16870652.0,49715589.0,9588440.0,10591568.0,30929190.0,0.864267901442102,0.007840744079781218,212318.0,0.8666477738975352,1053.0,29481.0,450507.0,100389.0,410928.0,10434.0,4605534558.0,378644.0,381612.0,1313739.0,1139692.0,327445.0,3653577.0,6784917.0,16515086.0,45061973.0,1642967.0,1654497.0,28427998.0,0.7408669867053674,0.04580989218646978,584227.0,0.7534858129106927,1020.0,192326.0,878029.0,13534844.0,13346987.0,16515086.0,45061973.0,4958702.0,5258684.0,25544617.0,0.5964995883157981,0.048812816271916706,0.0,0.6243544235858052,10855.0,793539.0,1194694.0,2047900.0,6039555.0,16515086.0,45061973.0,5584.0,364110.0,36922311.0,1.261108661498947,0.001957634868661272,33421.0,1.2781693658755395,1256.0,9147.0,40372.0,14545802.0,13593618.0,16515086.0,45061973.0,6636671.0,7341168.0,24388224.0,0.5015789200250002,0.01072868620314123,402154.0,0.5204224186298515,1414.0,547144.0,941361.0,73068.0,280368.0,7467.0,4507698207.0,226115.0,230653.0,505745.0,815101.0,212658.0,5,1,0,3,2,0,4,2,4,2,2,3,1,4,2,4,4,2,1
mix130.t34.9,3653577.0,6784917.0,16515086.0,45061973.0,1642967.0,1654497.0,28427998.0,0.7408669867053674,0.04580989218646978,584227.0,0.7534858129106927,1020.0,192326.0,878029.0,13534844.0,13346987.0,16515086.0,45061973.0,4958702.0,5258684.0,25544617.0,0.5964995883157981,0.048812816271916706,0.0,0.6243544235858052,10855.0,793539.0,1194694.0,2047900.0,6039555.0,16515086.0,45061973.0,5584.0,364110.0,36922311.0,1.261108661498947,0.001957634868661272,33421.0,1.2781693658755395,1256.0,9147.0,40372.0,14545802.0,13593618.0,16515086.0,45061973.0,6636671.0,7341168.0,24388224.0,0.5015789200250002,0.01072868620314123,402154.0,0.5204224186298515,1414.0,547144.0,941361.0,73068.0,280368.0,7467.0,4507698207.0,226115.0,230653.0,505745.0,815101.0,212658.0,3878725.0,6967321.0,16718781.0,42646921.0,1694484.0,1708424.0,28767399.0,0.7364934082215683,0.04880571682308697,903631.0,0.7497089052126468,1066.0,207679.0,1077904.0,14122169.0,13793770.0,16718781.0,42646921.0,5130907.0,5384258.0,24693133.0,0.5439023335493179,0.09684479148378672,2592592.0,0.5685972559841533,12299.0,704990.0,3353474.0,1802801.0,5917730.0,16718781.0,42646921.0,5683.0,383374.0,37819650.0,1.2883188672666985,0.0017099413825701752,47455.0,1.3056268875105188,1322.0,8036.0,47408.0,14829676.0,14509926.0,16718781.0,42646921.0,5308654.0,5826441.0,22464265.0,0.3632148779268058,0.013644842789147543,179009.0,0.38943204052974917,1455.0,818749.0,1131304.0,52758.0,222266.0,6029.0,4565569793.0,234769.0,236128.0,452491.0,439040.0,172209.0,0,2,1,5,4,4,3,2,5,5,3,1,4,1,1,5,4,3,1
