,S_core0.decode.blockedCycles,S_core0.fetch.cycles,S_core0.numCycles,S_core0.numSimulatedInsts,S_core0.rename.LQFullEvents,S_core0.rename.unblockCycles,S_core0.rob.reads,S_core0.switch_cpus0.numRate,S_core0.system.cpu0.dcache.ReadReq.mshrMissRate::total,S_core0.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,S_core0.system.switch_cpus0.issueRate,S_core0.timesIdled,S_core0.l2cache.ReadReq.hits::total,S_core0.l2cache.demandAccesses::total,S_core1.decode.blockedCycles,S_core1.fetch.cycles,S_core1.numCycles,S_core1.numSimulatedInsts,S_core1.rename.LQFullEvents,S_core1.rename.unblockCycles,S_core1.rob.reads,S_core1.switch_cpus0.numRate,S_core1.system.cpu0.dcache.ReadReq.mshrMissRate::total,S_core1.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,S_core1.system.switch_cpus0.issueRate,S_core1.timesIdled,S_core1.l2cache.ReadReq.hits::total,S_core1.l2cache.demandAccesses::total,S_core2.decode.blockedCycles,S_core2.fetch.cycles,S_core2.numCycles,S_core2.numSimulatedInsts,S_core2.rename.LQFullEvents,S_core2.rename.unblockCycles,S_core2.rob.reads,S_core2.switch_cpus0.numRate,S_core2.system.cpu0.dcache.ReadReq.mshrMissRate::total,S_core2.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,S_core2.system.switch_cpus0.issueRate,S_core2.timesIdled,S_core2.l2cache.ReadReq.hits::total,S_core2.l2cache.demandAccesses::total,S_core3.decode.blockedCycles,S_core3.fetch.cycles,S_core3.numCycles,S_core3.numSimulatedInsts,S_core3.rename.LQFullEvents,S_core3.rename.unblockCycles,S_core3.rob.reads,S_core3.switch_cpus0.numRate,S_core3.system.cpu0.dcache.ReadReq.mshrMissRate::total,S_core3.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,S_core3.system.switch_cpus0.issueRate,S_core3.timesIdled,S_core3.l2cache.ReadReq.hits::total,S_core3.l2cache.demandAccesses::total,S_core3.ReadSharedReq.mshrMisses::total,S_core3.mem_ctrls.numStayReadState,S_core3.mem_ctrls.rdQLenPdf::3,S_core3.mem_ctrls.totGap,S_core3.system.l3.ReadSharedReq.accesses::total,S_core3.system.l3.demandAccesses::total,S_core3.system.l3.prefetcher.prefetchersx.pfSpanPage,S_core3.system.l3.tags.totalRefs,S_core3.system.mem_ctrls.requestorReadAccesses::cpu0.dcache.prefetcher.prefetchers1,NS_core0.decode.blockedCycles,NS_core0.fetch.cycles,NS_core0.numCycles,NS_core0.numSimulatedInsts,NS_core0.rename.LQFullEvents,NS_core0.rename.unblockCycles,NS_core0.rob.reads,NS_core0.switch_cpus0.numRate,NS_core0.system.cpu0.dcache.ReadReq.mshrMissRate::total,NS_core0.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,NS_core0.system.switch_cpus0.issueRate,NS_core0.timesIdled,NS_core0.l2cache.ReadReq.hits::total,NS_core0.l2cache.demandAccesses::total,NS_core1.decode.blockedCycles,NS_core1.fetch.cycles,NS_core1.numCycles,NS_core1.numSimulatedInsts,NS_core1.rename.LQFullEvents,NS_core1.rename.unblockCycles,NS_core1.rob.reads,NS_core1.switch_cpus0.numRate,NS_core1.system.cpu0.dcache.ReadReq.mshrMissRate::total,NS_core1.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,NS_core1.system.switch_cpus0.issueRate,NS_core1.timesIdled,NS_core1.l2cache.ReadReq.hits::total,NS_core1.l2cache.demandAccesses::total,NS_core2.decode.blockedCycles,NS_core2.fetch.cycles,NS_core2.numCycles,NS_core2.numSimulatedInsts,NS_core2.rename.LQFullEvents,NS_core2.rename.unblockCycles,NS_core2.rob.reads,NS_core2.switch_cpus0.numRate,NS_core2.system.cpu0.dcache.ReadReq.mshrMissRate::total,NS_core2.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,NS_core2.system.switch_cpus0.issueRate,NS_core2.timesIdled,NS_core2.l2cache.ReadReq.hits::total,NS_core2.l2cache.demandAccesses::total,NS_core3.decode.blockedCycles,NS_core3.fetch.cycles,NS_core3.numCycles,NS_core3.numSimulatedInsts,NS_core3.rename.LQFullEvents,NS_core3.rename.unblockCycles,NS_core3.rob.reads,NS_core3.switch_cpus0.numRate,NS_core3.system.cpu0.dcache.ReadReq.mshrMissRate::total,NS_core3.system.cpu0.dcache.prefetcher.prefetchers1.pfIssued,NS_core3.system.switch_cpus0.issueRate,NS_core3.timesIdled,NS_core3.l2cache.ReadReq.hits::total,NS_core3.l2cache.demandAccesses::total,NS_core3.ReadSharedReq.mshrMisses::total,NS_core3.mem_ctrls.numStayReadState,NS_core3.mem_ctrls.rdQLenPdf::3,NS_core3.mem_ctrls.totGap,NS_core3.system.l3.ReadSharedReq.accesses::total,NS_core3.system.l3.demandAccesses::total,NS_core3.system.l3.prefetcher.prefetchersx.pfSpanPage,NS_core3.system.l3.tags.totalRefs,NS_core3.system.mem_ctrls.requestorReadAccesses::cpu0.dcache.prefetcher.prefetchers1,Core0.L1.P0.degree,Core0.L1.P1.degree,Core0.L2.P0.degree,Core0.L2.P1.degree,Core1.L1.P0.degree,Core1.L1.P1.degree,Core1.L2.P0.degree,Core1.L2.P1.degree,Core2.L1.P0.degree,Core2.L1.P1.degree,Core2.L2.P0.degree,Core2.L2.P1.degree,Core3.L1.P0.degree,Core3.L1.P1.degree,Core3.L2.P0.degree,Core3.L2.P1.degree,LLC.P0.degree,LLC.P1.degree,LLC.P2.degree
mix1.alt_d1.0,646828.0,2978153.0,8626474.0,44730655.0,178601.0,357150.0,21399677.0,1.6024456805874567,0.0043383757035471435,103403.0,1.6146037187383862,1546.0,75184.0,176969.0,851462.0,2930527.0,8626475.0,44730655.0,15379.0,113326.0,20711979.0,1.5043858586502599,0.000166199374342947,3785.0,1.5079437429541036,2031.0,1465.0,8558.0,1463322.0,3634507.0,8626474.0,44730655.0,193961.0,442619.0,24075923.0,1.8103674803865404,0.0046883666965343625,234076.0,1.8319196232435175,4978.0,56764.0,204150.0,1515912.0,3547663.0,8626475.0,44730655.0,766914.0,786498.0,18632893.0,1.184696066469792,0.0014404253168704489,37743.0,1.196908238880887,1320.0,4846.0,38650.0,22631.0,94441.0,3515.0,2354398788.0,38314.0,39747.0,51500.0,210.0,63362.0,2016168.0,4361088.0,9810655.0,47319254.0,141422.0,1056976.0,22840487.0,1.4190490848980013,0.004270726213635204,0.0,1.4294164864629324,2903.0,72948.0,166378.0,977053.0,3481434.0,9810654.0,47319254.0,13094.0,180438.0,24521719.0,1.5715453832129846,6.482267890800502e-05,0.0,1.575206301231294,2334.0,777.0,3499.0,3529893.0,5161392.0,9810650.0,47319254.0,76954.0,1355156.0,24034382.0,1.5029224363319453,0.005842836668811761,0.0,1.5126740837763044,11877.0,31795.0,193138.0,1231319.0,3717490.0,9810656.0,47319254.0,653589.0,662967.0,22127464.0,1.2715783735562638,0.0012877516206073012,0.0,1.2838159853938411,2673.0,5175.0,34684.0,82171.0,164034.0,12535.0,2678776000.0,120052.0,134517.0,4217.0,1548.0,73673.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
mix1.alt_d1.1,2016168.0,4361088.0,9810655.0,47319254.0,141422.0,1056976.0,22840487.0,1.4190490848980013,0.004270726213635204,0.0,1.4294164864629324,2903.0,72948.0,166378.0,977053.0,3481434.0,9810654.0,47319254.0,13094.0,180438.0,24521719.0,1.5715453832129846,6.482267890800502e-05,0.0,1.575206301231294,2334.0,777.0,3499.0,3529893.0,5161392.0,9810650.0,47319254.0,76954.0,1355156.0,24034382.0,1.5029224363319453,0.005842836668811761,0.0,1.5126740837763044,11877.0,31795.0,193138.0,1231319.0,3717490.0,9810656.0,47319254.0,653589.0,662967.0,22127464.0,1.2715783735562638,0.0012877516206073012,0.0,1.2838159853938411,2673.0,5175.0,34684.0,82171.0,164034.0,12535.0,2678776000.0,120052.0,134517.0,4217.0,1548.0,73673.0,606390.0,2885730.0,8395770.0,49931218.0,176257.0,314674.0,21231610.0,1.648151628736852,0.006382273519748582,330144.0,1.6603172788201679,4186.0,68599.0,311870.0,746331.0,2936515.0,8395770.0,49931218.0,10157.0,105123.0,21172512.0,1.5918871050540928,4.8051786916861084e-05,1697.0,1.5956478083606387,2387.0,318.0,2316.0,586882.0,3832583.0,8395770.0,49931218.0,99560.0,334942.0,28101051.0,2.4513963579278615,0.0018108463689955638,144034.0,2.4563523059826555,12384.0,17734.0,133324.0,1218313.0,3313129.0,8395774.0,49931218.0,602768.0,608865.0,18765268.0,1.2524374762827108,0.0014010582522172026,67903.0,1.2638671550711107,3549.0,4013.0,50321.0,18558.0,91397.0,1744.0,2291712000.0,58811.0,60179.0,383812.0,26643.0,76988.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
mix1.alt_d1.2,606390.0,2885730.0,8395770.0,49931218.0,176257.0,314674.0,21231610.0,1.648151628736852,0.006382273519748582,330144.0,1.6603172788201679,4186.0,68599.0,311870.0,746331.0,2936515.0,8395770.0,49931218.0,10157.0,105123.0,21172512.0,1.5918871050540928,4.8051786916861084e-05,1697.0,1.5956478083606387,2387.0,318.0,2316.0,586882.0,3832583.0,8395770.0,49931218.0,99560.0,334942.0,28101051.0,2.4513963579278615,0.0018108463689955638,144034.0,2.4563523059826555,12384.0,17734.0,133324.0,1218313.0,3313129.0,8395774.0,49931218.0,602768.0,608865.0,18765268.0,1.2524374762827108,0.0014010582522172026,67903.0,1.2638671550711107,3549.0,4013.0,50321.0,18558.0,91397.0,1744.0,2291712000.0,58811.0,60179.0,383812.0,26643.0,76988.0,428226.0,2790464.0,8280186.0,41027020.0,132331.0,233299.0,21126694.0,1.6563248699968818,0.0024417430234272286,0.0,1.668105885544117,5205.0,69799.0,115900.0,795964.0,2930074.0,8280186.0,41027020.0,8872.0,150491.0,20786773.0,1.5808874341711647,6.783250738715525e-05,0.0,1.5845638008614782,2538.0,589.0,2598.0,2383335.0,4018970.0,8280186.0,41027020.0,448553.0,842065.0,21165171.0,1.453462881147839,0.004984442694171089,0.0,1.486838942989928,14150.0,109735.0,172055.0,1125831.0,3201235.0,8280189.0,41027020.0,555324.0,563385.0,18664031.0,1.2702292181977972,0.001513231212988659,0.0,1.2825040587841654,4352.0,5091.0,28317.0,13802.0,39493.0,1628.0,2260510000.0,17355.0,19350.0,18165.0,17190.0,10233.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
mix1.alt_d1.3,428226.0,2790464.0,8280186.0,41027020.0,132331.0,233299.0,21126694.0,1.6563248699968818,0.0024417430234272286,0.0,1.668105885544117,5205.0,69799.0,115900.0,795964.0,2930074.0,8280186.0,41027020.0,8872.0,150491.0,20786773.0,1.5808874341711647,6.783250738715525e-05,0.0,1.5845638008614782,2538.0,589.0,2598.0,2383335.0,4018970.0,8280186.0,41027020.0,448553.0,842065.0,21165171.0,1.453462881147839,0.004984442694171089,0.0,1.486838942989928,14150.0,109735.0,172055.0,1125831.0,3201235.0,8280189.0,41027020.0,555324.0,563385.0,18664031.0,1.2702292181977972,0.001513231212988659,0.0,1.2825040587841654,4352.0,5091.0,28317.0,13802.0,39493.0,1628.0,2260510000.0,17355.0,19350.0,18165.0,17190.0,10233.0,614987.0,2885740.0,8400727.0,41384288.0,175036.0,312091.0,21233237.0,1.6475361001494275,0.00646442384510405,334449.0,1.6597343301359513,6589.0,69513.0,315751.0,767233.0,2948292.0,8400727.0,41384288.0,12016.0,111693.0,21172898.0,1.5907604187113806,6.682322393416958e-05,2955.0,1.594352012629383,2682.0,649.0,4275.0,2553641.0,4076089.0,8400727.0,41384288.0,512567.0,930953.0,21393120.0,1.4385031200275882,0.01166288861675095,595307.0,1.4720533115764862,15628.0,115864.0,551740.0,1112939.0,3235753.0,8400731.0,41384288.0,477207.0,484274.0,18890330.0,1.265674618077879,0.0014317866719747128,67189.0,1.2771707604969138,5564.0,4096.0,53583.0,19311.0,93471.0,1689.0,2293805000.0,34015.0,34473.0,345190.0,115246.0,78145.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
mix1.alt_d1.4,614987.0,2885740.0,8400727.0,41384288.0,175036.0,312091.0,21233237.0,1.6475361001494275,0.00646442384510405,334449.0,1.6597343301359513,6589.0,69513.0,315751.0,767233.0,2948292.0,8400727.0,41384288.0,12016.0,111693.0,21172898.0,1.5907604187113806,6.682322393416958e-05,2955.0,1.594352012629383,2682.0,649.0,4275.0,2553641.0,4076089.0,8400727.0,41384288.0,512567.0,930953.0,21393120.0,1.4385031200275882,0.01166288861675095,595307.0,1.4720533115764862,15628.0,115864.0,551740.0,1112939.0,3235753.0,8400731.0,41384288.0,477207.0,484274.0,18890330.0,1.265674618077879,0.0014317866719747128,67189.0,1.2771707604969138,5564.0,4096.0,53583.0,19311.0,93471.0,1689.0,2293805000.0,34015.0,34473.0,345190.0,115246.0,78145.0,609964.0,2972925.0,8427437.0,42422913.0,134754.0,331009.0,21297088.0,1.6293646573685452,0.00261038857044892,0.0,1.6409156188293073,7426.0,69878.0,120339.0,875872.0,2992789.0,8427437.0,42422913.0,8052.0,154056.0,21030871.0,1.5662130728476522,0.00015956949118366474,0.0,1.5698272203043464,3381.0,1200.0,6233.0,2239978.0,4025743.0,8427439.0,42422913.0,399773.0,769693.0,22072437.0,1.5410033819289586,0.004392005374538125,0.0,1.5710230593184953,17761.0,96596.0,161448.0,1025681.0,3184050.0,8427441.0,42422913.0,447923.0,456359.0,19090255.0,1.2788902348886215,0.001365943909632919,0.0,1.29106379979403,6488.0,4760.0,29228.0,16870.0,48441.0,2165.0,2300445000.0,18690.0,21120.0,12646.0,45970.0,12803.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
mix1.alt_d1.5,609964.0,2972925.0,8427437.0,42422913.0,134754.0,331009.0,21297088.0,1.6293646573685452,0.00261038857044892,0.0,1.6409156188293073,7426.0,69878.0,120339.0,875872.0,2992789.0,8427437.0,42422913.0,8052.0,154056.0,21030871.0,1.5662130728476522,0.00015956949118366474,0.0,1.5698272203043464,3381.0,1200.0,6233.0,2239978.0,4025743.0,8427439.0,42422913.0,399773.0,769693.0,22072437.0,1.5410033819289586,0.004392005374538125,0.0,1.5710230593184953,17761.0,96596.0,161448.0,1025681.0,3184050.0,8427441.0,42422913.0,447923.0,456359.0,19090255.0,1.2788902348886215,0.001365943909632919,0.0,1.29106379979403,6488.0,4760.0,29228.0,16870.0,48441.0,2165.0,2300445000.0,18690.0,21120.0,12646.0,45970.0,12803.0,616046.0,2886907.0,8405108.0,41576847.0,174661.0,312660.0,21237262.0,1.6463061509739079,0.006540272533152922,338227.0,1.6585494201859154,8829.0,69572.0,316846.0,758143.0,2939183.0,8405108.0,41576847.0,395.0,95033.0,21198259.0,1.5925779894797307,5.7656950199881395e-05,3217.0,1.5961969792654658,3573.0,749.0,4736.0,2339123.0,3964457.0,8405108.0,41576847.0,475856.0,852298.0,21838061.0,1.4905618107465126,0.010891983952070234,556287.0,1.5225957834212243,19831.0,105694.0,515574.0,1314454.0,3386800.0,8405109.0,41576847.0,628323.0,637155.0,18629881.0,1.2315009835089588,0.0017146197820824194,78819.0,1.2429094018887799,7417.0,4861.0,54753.0,21306.0,106247.0,2009.0,2294837001.0,37299.0,37698.0,382090.0,178680.0,87479.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
mix1.alt_d1.6,616046.0,2886907.0,8405108.0,41576847.0,174661.0,312660.0,21237262.0,1.6463061509739079,0.006540272533152922,338227.0,1.6585494201859154,8829.0,69572.0,316846.0,758143.0,2939183.0,8405108.0,41576847.0,395.0,95033.0,21198259.0,1.5925779894797307,5.7656950199881395e-05,3217.0,1.5961969792654658,3573.0,749.0,4736.0,2339123.0,3964457.0,8405108.0,41576847.0,475856.0,852298.0,21838061.0,1.4905618107465126,0.010891983952070234,556287.0,1.5225957834212243,19831.0,105694.0,515574.0,1314454.0,3386800.0,8405109.0,41576847.0,628323.0,637155.0,18629881.0,1.2315009835089588,0.0017146197820824194,78819.0,1.2429094018887799,7417.0,4861.0,54753.0,21306.0,106247.0,2009.0,2294837001.0,37299.0,37698.0,382090.0,178680.0,87479.0,421120.0,2786448.0,8253080.0,40902696.0,134352.0,234944.0,21105406.0,1.6616497113804785,0.002419445918782334,0.0,1.673471358571588,9621.0,69746.0,115419.0,769956.0,2908250.0,8253080.0,40902696.0,18.0,122682.0,20773645.0,1.5870683429701395,5.9722609200353264e-05,0.0,1.5907475754506197,3627.0,413.0,2085.0,2333442.0,3993067.0,8253080.0,40902696.0,427469.0,789857.0,21276161.0,1.4642283850392823,0.005134450523693932,0.0,1.4966517954509104,21068.0,104302.0,167261.0,1172669.0,3223647.0,8253087.0,40902696.0,604448.0,610822.0,18462832.0,1.2524883113433798,0.0013798124494203046,0.0,1.2644977570211,8247.0,5348.0,26962.0,14148.0,44818.0,1664.0,2252959999.0,16332.0,18126.0,3822.0,43596.0,11339.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
mix1.alt_d1.7,421120.0,2786448.0,8253080.0,40902696.0,134352.0,234944.0,21105406.0,1.6616497113804785,0.002419445918782334,0.0,1.673471358571588,9621.0,69746.0,115419.0,769956.0,2908250.0,8253080.0,40902696.0,18.0,122682.0,20773645.0,1.5870683429701395,5.9722609200353264e-05,0.0,1.5907475754506197,3627.0,413.0,2085.0,2333442.0,3993067.0,8253080.0,40902696.0,427469.0,789857.0,21276161.0,1.4642283850392823,0.005134450523693932,0.0,1.4966517954509104,21068.0,104302.0,167261.0,1172669.0,3223647.0,8253087.0,40902696.0,604448.0,610822.0,18462832.0,1.2524883113433798,0.0013798124494203046,0.0,1.2644977570211,8247.0,5348.0,26962.0,14148.0,44818.0,1664.0,2252959999.0,16332.0,18126.0,3822.0,43596.0,11339.0,610626.0,2882941.0,8396511.0,41948637.0,178945.0,315669.0,21225634.0,1.6482437764924027,0.006472844803361602,335427.0,1.6604088293339936,10994.0,69508.0,315953.0,728907.0,2917482.0,8396511.0,41948637.0,0.0,91703.0,21185271.0,1.5934848415014284,7.020375805015031e-05,3105.0,1.5972670076892652,3813.0,784.0,4640.0,2254642.0,3851134.0,8396511.0,41948637.0,461559.0,824844.0,21763130.0,1.4920063821746914,0.011726942783429126,608004.0,1.5235958125940643,23355.0,101154.0,548873.0,1085263.0,3224074.0,8396513.0,41948637.0,514776.0,523736.0,18926920.0,1.2711089710692998,0.0014174026975445019,66358.0,1.281883681952258,9378.0,4424.0,51712.0,17861.0,89414.0,1752.0,2292351190.0,34248.0,34644.0,290115.0,139929.0,72707.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
mix1.alt_d1.8,610626.0,2882941.0,8396511.0,41948637.0,178945.0,315669.0,21225634.0,1.6482437764924027,0.006472844803361602,335427.0,1.6604088293339936,10994.0,69508.0,315953.0,728907.0,2917482.0,8396511.0,41948637.0,0.0,91703.0,21185271.0,1.5934848415014284,7.020375805015031e-05,3105.0,1.5972670076892652,3813.0,784.0,4640.0,2254642.0,3851134.0,8396511.0,41948637.0,461559.0,824844.0,21763130.0,1.4920063821746914,0.011726942783429126,608004.0,1.5235958125940643,23355.0,101154.0,548873.0,1085263.0,3224074.0,8396513.0,41948637.0,514776.0,523736.0,18926920.0,1.2711089710692998,0.0014174026975445019,66358.0,1.281883681952258,9378.0,4424.0,51712.0,17861.0,89414.0,1752.0,2292351190.0,34248.0,34644.0,290115.0,139929.0,72707.0,421352.0,2785417.0,8246920.0,41098145.0,134454.0,234922.0,21099472.0,1.662869895670141,0.0024172747118881097,0.0,1.6745831170909866,11789.0,69791.0,115304.0,771385.0,2905043.0,8246920.0,41098145.0,420.0,127740.0,20759536.0,1.58723487071537,5.73272382688345e-05,0.0,1.5909172151542637,3885.0,474.0,2122.0,2249515.0,3908739.0,8246920.0,41098145.0,394757.0,737051.0,21332713.0,1.4839651651768175,0.004724056022060408,0.0,1.515056651452906,24839.0,98843.0,159942.0,1231778.0,3261285.0,8246924.0,41098145.0,539303.0,547728.0,18381535.0,1.2441265373610815,0.0017000489571060433,0.0,1.255204000909915,10278.0,5877.0,30755.0,14450.0,41697.0,1563.0,2251419534.0,15975.0,17914.0,10084.0,35029.0,10063.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
mix1.alt_d1.9,421352.0,2785417.0,8246920.0,41098145.0,134454.0,234922.0,21099472.0,1.662869895670141,0.0024172747118881097,0.0,1.6745831170909866,11789.0,69791.0,115304.0,771385.0,2905043.0,8246920.0,41098145.0,420.0,127740.0,20759536.0,1.58723487071537,5.73272382688345e-05,0.0,1.5909172151542637,3885.0,474.0,2122.0,2249515.0,3908739.0,8246920.0,41098145.0,394757.0,737051.0,21332713.0,1.4839651651768175,0.004724056022060408,0.0,1.515056651452906,24839.0,98843.0,159942.0,1231778.0,3261285.0,8246924.0,41098145.0,539303.0,547728.0,18381535.0,1.2441265373610815,0.0017000489571060433,0.0,1.255204000909915,10278.0,5877.0,30755.0,14450.0,41697.0,1563.0,2251419534.0,15975.0,17914.0,10084.0,35029.0,10063.0,758389.0,3008523.0,8477378.0,41334394.0,201676.0,410102.0,21276766.0,1.6314651770865944,0.006725222437027992,343962.0,1.6426108402857582,13153.0,69862.0,323332.0,816809.0,2966942.0,8477378.0,41334394.0,122.0,98769.0,21257705.0,1.5784590471251843,0.00015137248358144912,5763.0,1.5820890610280678,4582.0,1423.0,9635.0,2339010.0,3955708.0,8477378.0,41334394.0,470610.0,848869.0,21991446.0,1.4842730853808808,0.01100680776523763,567660.0,1.5158221091474273,26903.0,105793.0,527751.0,1654437.0,3639134.0,8477379.0,41334394.0,682838.0,690557.0,18360401.0,1.1808849173783549,0.0019989057259405256,76095.0,1.1915199261469849,11103.0,6287.0,61303.0,27914.0,132901.0,2484.0,2314234105.0,47503.0,48262.0,471299.0,190923.0,111088.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
