,core0.IPC,core0.LQFullEvents,core0.rob.reads,core0.system.l1.hits::total,core0.system.l1.mshrMisses::total,core0.system.l2.hits::total,core0.system.l2.mshrMisses::total,core1.IPC,core1.LQFullEvents,core0.rob.reads,core1.system.l1.hits::total,core1.system.l1.mshrMisses::total,core0.system.l2.hits::total,core1.system.l2.mshrMisses::total,core2.IPC,core2.LQFullEvents,core2.rob.reads,core2.system.l1.hits::total,core2.system.l1.mshrMisses::total,core2.system.l2.hits::total,core2.system.l2.mshrMisses::total,core3.IPC,core3.LQFullEvents,core3.rob.reads,core3.system.l1.hits::total,core3.system.l1.mshrMisses::total,core3.system.l2.hits::total,core3.system.l2.mshrMisses::total,mem_ctrls.avgRdBWSys,core3.system.l3.hits::total,system.l3.mshrMisses::total
unknown_0,0.5865481057411723,0.2799999986,2262.564988687175,324.4799983776,2.10999998945,7.404999962975,5.244999973775,1.2550340491138576,0.8949873676038235,1753.9415623396287,300.881667011229,0.5374597768900246,1.3927218566367592,1.3716908218888888,0.9042489544753496,8.364441851514318,1879.1128895461895,182.62310654326026,2.893013622160051,11.409890047936166,5.254127878810855,0.12790854541897745,1630.3938728299659,7950.199294946594,264.3646474901489,43.77034796692925,41.89021777662637,55.50969744784479,0.002514275114516144,2.522752737041039,7.304961202160096
unknown_0,0.5865481057411723,0.2799999986,2262.564988687175,324.4799983776,2.10999998945,7.404999962975,5.244999973775,1.2550340491138576,0.8949873676038235,1753.9415623396287,300.881667011229,0.5374597768900246,1.3927218566367592,1.3716908218888888,0.9042489544753496,8.364441851514318,1879.1128895461895,182.62310654326026,2.893013622160051,11.409890047936166,5.254127878810855,0.12790854541897745,1630.3938728299659,7950.199294946594,264.3646474901489,43.77034796692925,41.89021777662637,55.50969744784479,0.002514275114516144,2.522752737041039,7.304961202160096
unknown_0,5.421010862427588e-20,1925074.9250749252,-102190809.19080919,-2703296.7032967033,-398601.3986013986,-1060939.060939061,-1025974.0259740261,-9.300232025472146e-15,2.2324681435102103,1973.0122113850757,292.0453039015458,1.340646665815531,3.4740235340263323,3.4215634471031158,-2.4035135860745197e-15,58.16812274552005,5077.520018889866,184.20281444849252,4.172587323738352,-16.2843678256167,34.93696088903085,-1.131636017531759e-15,1894.9941027542086,9963.210058117847,302.85031390899707,41.293415151780366,43.113774520420336,59.2095836747106,-3.28547139581002e-17,8.404781046605487,22.008700519528237
unknown_0,1.7825885456428354,0.9349532476628507,1734.3232751646256,315.25423571194324,0.13999299965005252,2.689865493276009,0.039997999900015,2.153909912460082,0.0,1593.8478787707031,310.52289535644076,0.0,0.0,0.0,2.348442986735099,0.0,1341.020867776012,182.5958247339817,2.6110056826906805,15.817836752114472,0.08349146078371363,0.20322275895079214,1399.789430760923,5959.608544881653,228.44486323809915,46.4871482112469,41.57529858892647,50.12717962778793,0.002096664943565207,0.4958893376980441,2.461589177714391
unknown_0,1.5644589763724905,0.3049969485055302,1769.5872952791108,316.1518369008718,0.22499774889752228,3.264967334001823,0.50499494752555,2.2241143295013015,0.0,1571.5903480370187,295.8573211837622,0.021102017630376994,0.007034005876792332,0.028136023507169327,2.3585234783648557,0.0,1337.477940349839,181.93727635701828,2.6200931206964366,15.93613600626124,0.056381750698530915,0.19884074748946864,1576.0424242312183,6066.797558347853,226.12115554204735,46.262783388560834,35.759243282484526,54.05192548969608,0.0021794651168077577,0.7235559995074938,2.6649541242507695
unknown_0,1.3026357780573095,0.0249989999150084,1822.3020988045373,311.8325251398318,0.6649733977392234,4.419823184973485,0.7849685973312638,1.5161292423423312,0.0,1733.2250728850925,269.04737242019615,0.18471742450333598,0.2792240137841125,0.27063250566767827,2.3381181573499057,0.04735415603095804,1341.7020160566744,182.44720657151115,2.640690583373425,16.030774585774324,0.05849631039118346,0.20178323704937584,1326.9317240032365,5994.803240759045,230.26272576777723,46.76909022112549,41.70163186038242,50.029047510520705,0.002221719280177791,0.7523320461215618,3.2110844359501876
unknown_0,1.8115693946146112,1.9248171327483032,1723.3462734872874,312.03535508109053,0.1449862255836384,2.37977390957972,0.09999050040250926,1.8911440785250595,0.0,1661.2054229486582,293.72380788906486,0.0,0.014367471974485898,0.0,2.3570988660439345,0.06147887408558292,1337.7534030948718,182.26180708597127,2.5782702819641337,15.992192121512257,0.026897007412442525,0.208256348945692,1553.4921477997673,5838.696797482091,229.9730264428535,47.53413727345667,38.27085160168515,51.796118474553424,0.002113674238288287,0.5245134155150296,2.6326816613454103
unknown_0,1.7122788093440493,0.4499707496514189,1783.584058118302,318.5492927032278,0.12999154989929879,4.119732196808546,0.1749886248644407,2.118396383884066,0.0,1592.5876469271307,313.3375349023749,0.0,0.0,0.0,2.3510970713173323,0.06190056561860306,1339.510033937859,182.00586896740435,2.6435182728885778,16.24707787001217,0.054618146134061525,0.20302026350084307,1587.8557205205261,5964.157454600149,229.64367574768391,46.721482322518135,40.22770228852193,51.14905961842464,0.002110781518845736,0.5028063290541525,2.5703459541248272
unknown_0,1.6626266656553146,0.029998649910760768,1807.0386742244666,317.70070187991195,0.12499437462816987,4.3598037870305655,0.18499167444969142,2.280123361328378,0.0,1593.8415936525982,304.5841646690966,0.0,0.0,0.0,2.33204485562955,0.0,1343.4828745357745,182.17496317014107,2.6769991848626598,16.197449129182324,0.07129158947703487,0.20831774690800006,1450.7980267039893,5839.185720702884,231.32481120012724,46.72785128779524,38.866718321360004,51.75578404805331,0.0021233904419717584,0.6103354400886072,2.5272503201988332
unknown_0,1.7860159842676608,0.21499247418844103,1731.0044061907613,307.6292314387535,0.07999719969802457,1.8849340178847038,0.029998949886759215,1.924052328419663,0.0,1596.8997210827758,282.63987059318276,0.02320562493581034,0.032487874910134475,0.02320562493581034,2.3562262802843574,0.0,1338.8058858842655,181.86400397986824,2.6529018856337707,16.015947669554738,0.011369579509859019,0.20809036924402297,1265.1589381127349,5844.654943798869,226.19404256129928,47.41878524572865,37.50589891834103,51.28094874990564,0.0020990534446390227,0.5522054765800756,2.574586874055043
