
---------- Begin Simulation Statistics ----------
simSeconds                                   0.025867                       # Number of seconds simulated (Second)
simTicks                                  25867015083                       # Number of ticks simulated (Tick)
finalTick                                7405455854433                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   6335.88                       # Real time elapsed on the host (Second)
hostTickRate                                  4082621                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   71697896                       # Number of bytes of host memory used (Byte)
simInsts                                    479709145                       # Number of instructions simulated (Count)
simOps                                      507643795                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    75713                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      80122                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 7405455854433                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                               0                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.dcache.demandHits::switch_cpus0.data     35152256                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         35152256                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::switch_cpus0.data     35159266                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        35159266                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::switch_cpus0.data       388877                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total         388877                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::switch_cpus0.data       389317                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total        389317                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::switch_cpus0.data   2445641677                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total   2445641677                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::switch_cpus0.data   2445641677                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total   2445641677                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::switch_cpus0.data     35541133                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total     35541133                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::switch_cpus0.data     35548583                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total     35548583                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::switch_cpus0.data     0.010942                       # miss rate for demand accesses (Ratio)
