
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005032                       # Number of seconds simulated (Second)
simTicks                                   5031594477                       # Number of ticks simulated (Tick)
finalTick                                7154120286222                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1232.78                       # Real time elapsed on the host (Second)
hostTickRate                                  4081515                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   71687556                       # Number of bytes of host memory used (Byte)
simInsts                                     75497110                       # Number of instructions simulated (Count)
simOps                                       86142241                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    61242                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      69877                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 7154120286222                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                              36                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.dcache.demandHits::cpu0.data           15                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::switch_cpus0.data      5312104                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total          5312119                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::cpu0.data           15                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::switch_cpus0.data      5312108                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total         5312123                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::cpu0.data            8                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::switch_cpus0.data       693993                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total         694001                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::cpu0.data            8                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::switch_cpus0.data       693995                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total        694003                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::switch_cpus0.data   4792224866                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total   4792224866                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::switch_cpus0.data   4792224866                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total   4792224866                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::cpu0.data           23                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::switch_cpus0.data      6006097                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total      6006120                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::cpu0.data           23                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::switch_cpus0.data      6006103                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total      6006126                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::cpu0.data     0.347826                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::switch_cpus0.data     0.115548                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.115549                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::cpu0.data     0.347826                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::switch_cpus0.data     0.115548                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.115549                       # miss rate for overall accesses (Ratio)
