
---------- Begin Simulation Statistics ----------
simSeconds                                   0.013351                       # Number of seconds simulated (Second)
simTicks                                  13351224159                       # Number of ticks simulated (Tick)
finalTick                                6876822398355                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4227.51                       # Real time elapsed on the host (Second)
hostTickRate                                  3158180                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   71666568                       # Number of bytes of host memory used (Byte)
simInsts                                    343361121                       # Number of instructions simulated (Count)
simOps                                      371414718                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    81221                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      87857                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 6876822398355                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                              36                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.dcache.demandHits::cpu0.data            7                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::switch_cpus0.data     20755443                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         20755450                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::cpu0.data            7                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::switch_cpus0.data     20755459                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        20755466                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::cpu0.data            2                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::switch_cpus0.data      2023286                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total        2023288                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::cpu0.data            2                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::switch_cpus0.data      2023293                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total       2023295                       # number of overall misses (Count)
