
---------- Begin Simulation Statistics ----------
simSeconds                                   0.053352                       # Number of seconds simulated (Second)
simTicks                                  53352456066                       # Number of ticks simulated (Tick)
finalTick                                7078529932929                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   9946.69                       # Real time elapsed on the host (Second)
hostTickRate                                  5363839                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   71680192                       # Number of bytes of host memory used (Byte)
simInsts                                    459472836                       # Number of instructions simulated (Count)
simOps                                      477277164                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    46194                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      47984                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 7078529932929                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                               0                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.dcache.demandHits::switch_cpus0.data     51086665                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         51086665                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::switch_cpus0.data     51086703                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        51086703                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::switch_cpus0.data      8791652                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total        8791652                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::switch_cpus0.data      8791667                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total       8791667                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::switch_cpus0.data  62796816093                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total  62796816093                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::switch_cpus0.data  62796816093                       # number of overall miss ticks (Tick)
