
---------- Begin Simulation Statistics ----------
simSeconds                                   0.020274                       # Number of seconds simulated (Second)
simTicks                                  20274212595                       # Number of ticks simulated (Tick)
finalTick                                7326248165145                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4867.26                       # Real time elapsed on the host (Second)
hostTickRate                                  4165427                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   71694060                       # Number of bytes of host memory used (Byte)
simInsts                                    350114067                       # Number of instructions simulated (Count)
simOps                                      369572138                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    71932                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      75930                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 7326248165145                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                               0                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.dcache.demandHits::switch_cpus0.data     33442708                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         33442708                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::switch_cpus0.data     33442819                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        33442819                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::switch_cpus0.data       181014                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total         181014                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::switch_cpus0.data       181021                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total        181021                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::switch_cpus0.data   1613695255                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total   1613695255                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::switch_cpus0.data   1613695255                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total   1613695255                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::switch_cpus0.data     33623722                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total     33623722                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::switch_cpus0.data     33623840                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total     33623840                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::switch_cpus0.data     0.005384                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.005384                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::switch_cpus0.data     0.005384                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.005384                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency::switch_cpus0.data  8914.753859                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.demandAvgMissLatency::total  8914.753859                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMissLatency::switch_cpus0.data  8914.409129                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMissLatency::total  8914.409129                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.blockedCycles::no_mshrs        11070                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCycles::no_targets           31                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCauses::no_mshrs         1950                       # number of times access was blocked (Count)
system.cpu0.dcache.blockedCauses::no_targets           14                       # number of times access was blocked (Count)
system.cpu0.dcache.avgBlocked::no_mshrs      5.676923                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.avgBlocked::no_targets     2.214286                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.unusedPrefetches            170960                       # number of HardPF blocks evicted w/o reference (Count)
system.cpu0.dcache.writebacks::writebacks       106072                       # number of writebacks (Count)
system.cpu0.dcache.writebacks::total           106072                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits::switch_cpus0.data       106288                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits::total       106288                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::switch_cpus0.data       106288                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::total       106288                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses::switch_cpus0.data        74726                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses::total        74726                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.dcache.prefetcher.prefetchers0        27462                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.dcache.prefetcher.prefetchers1       250693                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::switch_cpus0.data        74733                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::total       352888                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrUncacheable::switch_cpus0.data           15                       # number of overall MSHR uncacheable misses (Count)
